Date,Confirmed,Deaths,Death Rate(%),IncreaseDeath,Inc_Test,Inc_Case,Inc_Recovered,Total_Tests,Death15,Estimated,Adjusted
2021-04-13,3962760,34455,0.869469763498168,273,306563,59187,52104,42199485,341,,
2021-04-14,4025557,34734,0.8628371179441753,279,310420,62797,55413,42509905,339,,
2021-04-15,4086957,35031,0.8571413890579225,297,318217,61400,54894,42828122,394,,
2021-04-16,4150039,35320,0.8510763392825946,289,320078,63082,56510,43148200,373,,
2021-04-17,4212645,35608,0.8452646733821625,288,319316,62606,52184,43467516,340,,
2021-04-18,4268447,35926,0.8416644273666747,318,301243,55802,43856,43768759,347,,
2021-04-19,4323596,36267,0.8388156525262768,341,318869,55149,48947,44087628,336,,
2021-04-20,4384624,36613,0.8350316925693059,346,322128,61028,55592,44409756,356,,
2021-04-21,4446591,36975,0.8315358889540323,362,318839,61967,52213,44728595,304,,
2021-04-22,4501382,37329,0.8292786526448989,354,312109,54791,65593,45040704,278,,
2021-04-23,4550820,37672,0.8278068567862494,343,302091,49438,60176,45342795,281,,
2021-04-24,4591416,38011,0.8278709661681711,339,281183,40596,52297,45623978,283,,
2021-04-25,4629969,38358,0.8284720696834039,347,260280,38553,51236,45884258,282,,
2021-04-26,4667281,38711,0.8294122423740933,353,268893,37312,48027,46153151,278,,
2021-04-27,4710582,39057,0.8291332153861244,346,282192,43301,45592,46435343,232,,
2021-04-28,4751026,39398,0.8292524604159185,341,283261,40444,45198,46718604,238,,
2021-04-29,4788700,39737,0.829807672228371,339,278108,37674,43253,46996712,242,,
2021-04-30,4820591,40131,0.8324912858195189,394,265287,31891,68183,47261999,236,,
2021-05-01,4849408,40504,0.835235971071108,373,242194,28817,81302,47504193,223,,
2021-05-02,4875388,40844,0.8377589640045058,340,240145,25980,75182,47744338,223,,
2021-05-03,4900121,41191,0.8406118950940191,347,243648,24733,35438,47987986,203,,
2021-05-04,4929118,41527,0.8424833814081951,336,241747,28997,38218,48229733,233,,
2021-05-05,4955594,41883,0.8451660890702506,356,229491,26476,35464,48459224,207,,
2021-05-06,4977982,42187,0.847471927379408,304,253382,22388,37298,48712606,214,,
2021-05-07,4998089,42465,0.8496247265704953,278,251194,20107,35529,48963800,231,,
2021-05-08,5016141,42746,0.8521690279439912,281,228873,18052,28896,49192673,197,,
2021-05-09,5031332,43029,0.855220844102516,283,197468,15191,25694,49390141,178,,
2021-05-10,5044936,43311,0.8585044488175866,282,213863,13604,26953,49604004,175,,
2021-05-11,5059433,43589,0.8615392278146583,278,226452,14497,22253,49830456,166,,
2021-05-12,5072462,43821,0.8639000154165768,232,228192,13029,35167,50058648,183,,
2021-05-13,5083996,44059,0.8666214528886332,238,201295,11534,55472,50259943,164,,
2021-05-14,5095390,44301,0.8694329580267655,242,203073,11394,37261,50463016,137,,
2021-05-15,5106862,44537,0.8721011063153851,236,204637,11472,38814,50667653,134,,
2021-05-16,5117374,44760,0.8746673586882646,223,202243,10512,14418,50869896,122,,
2021-05-17,5127548,44983,0.8772809147764195,223,206836,10174,13864,51076732,129,,
2021-05-18,5139485,45186,0.8791931487298824,203,217276,11937,10125,51294008,112,,
2021-05-19,5151038,45419,0.8817446114744252,233,218683,11553,9271,51512691,114,,
2021-05-20,5160423,45626,0.884152326272478,207,219192,9385,9271,51731883,94,,
2021-05-21,5169951,45840,0.8866621753281607,214,218846,9528,8852,51950729,92,,
2021-05-22,5178648,46071,0.8896337422431492,231,216658,8697,14472,52167387,96,,
2021-05-23,5186487,46268,0.8920874572711741,197,210291,7839,11202,52377678,91,,
2021-05-24,5194010,46446,0.8942223830912918,178,216655,7523,10003,52594333,86,,
2021-05-25,5203385,46621,0.8959744474029887,175,223104,9375,11192,52817437,87,,
2021-05-26,5212123,46787,0.8976572502222222,166,221214,8738,12205,53038651,96,,
2021-05-27,5220549,46970,0.8997138040462794,183,219465,8426,13102,53258116,69,,
2021-05-28,5228322,47134,0.90151295195667,164,220162,7773,12284,53478278,75,,
2021-05-29,5235978,47271,0.9028112799557216,137,222613,7656,11180,53700891,53,,
2021-05-30,5242911,47405,0.9041732732064304,134,218957,6933,10763,53919848,74,,
2021-05-31,5249404,47527,0.9053789725462168,122,219461,6493,9582,54139309,84,,
2021-06-01,5256516,47656,0.906608103161866,129,223482,7112,9457,54362791,71,,
2021-06-02,5263697,47768,0.9074990448728336,112,224150,7181,7372,54586941,62,,
2021-06-03,5270299,47882,0.9085253037825748,114,222847,6602,8540,54809788,59,,
2021-06-04,5276468,47976,0.9092445931634572,94,224681,6169,7617,55034469,51,,
2021-06-05,5282594,48068,0.9099317494397638,92,216156,6126,7161,55250625,63,,
2021-06-06,5287980,48164,0.9108203888819548,96,204827,5386,6003,55455452,51,,
2021-06-07,5293627,48255,0.9115678154127594,91,218164,5647,6576,55673616,57,,
2021-06-08,5300236,48341,0.91205372741893,86,225527,6609,5836,55899143,65,,
2021-06-09,5306690,48428,0.9125839270807226,87,224193,6454,6647,56123336,59,,
2021-06-10,5313098,48524,0.9132901369408206,96,223320,6408,6895,56346656,56,,
2021-06-11,5319359,48593,0.9135123235713176,69,224128,6261,6217,56570784,51,,
2021-06-12,5325435,48668,0.9138783967882436,75,218758,6076,5112,56789542,52,,
2021-06-13,5330447,48721,0.914013402628335,53,214957,5012,4194,57004499,58,,
2021-06-14,5336073,48795,0.9144365153924991,74,219290,5626,4585,57223789,53,,
2021-06-15,5342028,48879,0.9149895882237982,84,223846,5955,4186,57447635,45,,
2021-06-16,5348249,48950,0.9152528238681482,71,227163,6221,4632,57674798,42,,
2021-06-17,5354153,49012,0.9154015583790752,62,225064,5904,4143,57899862,55,,
2021-06-18,5359728,49071,0.9155501920993006,59,224128,5575,4427,58123990,45,,
2021-06-19,5365208,49122,0.91556562205976,51,215496,5480,4195,58339486,50,,
2021-06-20,5370299,49185,0.9158707922966672,63,213297,5091,4219,58552783,35,,
2021-06-21,5375593,49236,0.9159175555143404,51,221052,5294,5093,58773835,37,,
2021-06-22,5381736,49293,0.9159312162469508,57,223238,6143,5214,58997073,52,,
2021-06-23,5387545,49358,0.916150120323821,65,224192,5809,5917,59221265,48,,
2021-06-24,5393248,49417,0.916275313132272,59,223385,5703,5846,59444650,59,,
2021-06-25,5398878,49473,0.916357065301346,56,222936,5630,7184,59667586,37,,
2021-06-26,5404144,49524,0.9164078529365614,51,222561,5266,7402,59890147,37,,
2021-06-27,5409027,49576,0.9165419214953076,52,215294,4883,5937,60105441,49,,
2021-06-28,5414310,49634,0.916718843213632,58,223525,5283,5327,60328966,46,,
2021-06-29,5420156,49687,0.916707932391614,53,229846,5846,6536,60558812,43,,
2021-06-30,5425652,49732,0.9166087320012416,45,228163,5496,7191,60786975,48,,
2021-07-01,5430940,49774,0.9164895948031097,42,225537,5288,6219,61012512,35,,
2021-07-02,5435831,49829,0.9166767693844786,55,223782,4891,5352,61236294,38,,
2021-07-03,5440368,49874,0.9167394558603388,45,218924,4537,4913,61455218,0,,
2021-07-04,5444786,49924,0.9169139062582076,50,216252,4418,4161,0,116,,
2021-07-05,5449464,49959,0.9167690620582134,35,219737,4678,4735,0,46,,
2021-07-06,5454763,49996,0.9165567779938376,37,226651,5299,4446,0,59,,
2021-07-07,5459923,50048,0.9166429636461906,52,225253,5160,4636,0,52,,
2021-07-08,5465094,50096,0.9166539495935476,48,226427,5171,5012,0,60,,
2021-07-09,5470764,50155,0.9167823726265656,59,228826,5670,5126,0,58,,
2021-07-10,5476294,50192,0.9165322387731556,37,224184,5530,5217,0,0,,
2021-07-11,5481555,50229,0.9163275749308362,37,222068,5261,5242,0,0,,
2021-07-12,5486959,50278,0.9163181281288962,49,227273,5404,5506,0,0,,
2021-07-13,5493244,50324,0.9161071308683902,46,234439,6285,5162,0,0,,
2021-07-14,5500151,50367,0.915738495179496,43,238867,6907,5063,0,0,,
2021-07-15,5507455,50415,0.9153955865277156,48,232257,7304,5103,0,0,,
2021-07-16,5514373,50450,0.9148818913773152,35,229582,6918,5084,0,0,,
2021-07-17,5522039,50488,0.9142999533324556,38,234161,7666,5490,0,0,,
2021-07-18,5522039,50488,0.9142999533324556,0,233946,7680,5835,0,0,,
2021-07-19,5537386,50604,0.9138608000236936,116,226513,7667,4152,0,0,,
2021-07-20,5546166,50650,0.9132434910891596,46,198537,8780,4561,0,0,,
2021-07-21,5554317,50709,0.9129655365367156,59,184462,8151,4946,0,0,,
2021-07-22,5563903,50761,0.9123271919010808,52,214196,9586,5093,0,0,,
2021-07-23,5574997,50821,0.9115879344867808,60,219528,11094,5215,0,0,,
2021-07-24,5587378,50879,0.9106060123370928,58,221463,12381,5383,0,0,,
